Loading data...

Testing with K=1...
  Accuracy: ........... rng=[0.99140, 0.99730], mean=0.99382, std_dev=0.00077
  Type 2 error rate: .. rng=[0.00529, 0.20329], mean=0.09711, std_dev=0.00438
  F1 score: ........... rng=[0.88032, 0.97123], mean=0.92581, std_dev=0.00358
  Real time (in s): ... rng=[6.48561, 6.60984], mean=6.55023, std_dev=0.00349
  CPU time (in s): .... rng=[47.56250, 49.04688], mean=48.17813, std_dev=0.27472

Testing with K=199...
  Accuracy: ........... rng=[0.97890, 0.99420], mean=0.98562, std_dev=0.00089
  Mean squared error: . rng=[0.00502, 0.01605], mean=0.01162, std_dev=0.00140
  Precision: .......... rng=[0.85986, 0.99179], mean=0.95519, std_dev=0.01304
  Recall: ............. rng=[0.79671, 0.99471], mean=0.90257, std_dev=0.00417
  Type 1 error rate: .. rng=[0.00078, 0.02076], mean=0.00533, std_dev=0.00137
  Type 2 error rate: .. rng=[0.00529, 0.20329], mean=0.09743, std_dev=0.00417
  F1 score: ........... rng=[0.88032, 0.97071], mean=0.92579, std_dev=0.00346
  Real time (in s): ... rng=[6.44929, 6.59717], mean=6.51468, std_dev=0.00195
  CPU time (in s): .... rng=[47.85938, 48.53125], mean=48.14844, std_dev=0.01235

Testing with K=200...
  Accuracy: ........... rng=[0.97910, 0.99420], mean=0.98563, std_dev=0.00086
  Mean squared error: . rng=[0.00503, 0.01608], mean=0.01164, std_dev=0.00140
  Precision: .......... rng=[0.85986, 0.99179], mean=0.95487, std_dev=0.01291
  Recall: ............. rng=[0.79877, 0.99471], mean=0.90298, std_dev=0.00435
  Type 1 error rate: .. rng=[0.00078, 0.02076], mean=0.00536, std_dev=0.00136
  Type 2 error rate: .. rng=[0.00529, 0.20123], mean=0.09702, std_dev=0.00435
  F1 score: ........... rng=[0.88159, 0.97071], mean=0.92587, std_dev=0.00332
  Real time (in s): ... rng=[6.50011, 6.74689], mean=6.55725, std_dev=0.01319
  CPU time (in s): .... rng=[47.68750, 49.37500], mean=48.47969, std_dev=0.17936

Testing with K=201...
  Accuracy: ........... rng=[0.97900, 0.99420], mean=0.98558, std_dev=0.00085
  Mean squared error: . rng=[0.00503, 0.01611], mean=0.01166, std_dev=0.00141
  Precision: .......... rng=[0.85986, 0.99177], mean=0.95526, std_dev=0.01278
  Recall: ............. rng=[0.79671, 0.99471], mean=0.90207, std_dev=0.00433
  Type 1 error rate: .. rng=[0.00078, 0.02076], mean=0.00532, std_dev=0.00134
  Type 2 error rate: .. rng=[0.00529, 0.20329], mean=0.09793, std_dev=0.00433
  F1 score: ........... rng=[0.88082, 0.97071], mean=0.92553, std_dev=0.00323
  Real time (in s): ... rng=[6.48857, 6.60542], mean=6.54954, std_dev=0.01639
  CPU time (in s): .... rng=[47.95312, 48.87500], mean=48.40937, std_dev=0.14724

Testing with K=202...
  Accuracy: ........... rng=[0.97920, 0.99410], mean=0.98561, std_dev=0.00083
  Mean squared error: . rng=[0.00503, 0.01614], mean=0.01168, std_dev=0.00141
  Precision: .......... rng=[0.85921, 0.99178], mean=0.95492, std_dev=0.01264
  Recall: ............. rng=[0.79877, 0.99471], mean=0.90278, std_dev=0.00442
  Type 1 error rate: .. rng=[0.00078, 0.02087], mean=0.00536, std_dev=0.00133
  Type 2 error rate: .. rng=[0.00529, 0.20123], mean=0.09722, std_dev=0.00442
  F1 score: ........... rng=[0.88209, 0.97022], mean=0.92577, std_dev=0.00314
  Real time (in s): ... rng=[6.47065, 6.60284], mean=6.54085, std_dev=0.02220
  CPU time (in s): .... rng=[46.87500, 49.42188], mean=48.20781, std_dev=0.06275

Testing with K=203...
  Accuracy: ........... rng=[0.97890, 0.99420], mean=0.98557, std_dev=0.00081
  Mean squared error: . rng=[0.00503, 0.01618], mean=0.01170, std_dev=0.00141
  Precision: .......... rng=[0.85921, 0.99176], mean=0.95530, std_dev=0.01250
  Recall: ............. rng=[0.79569, 0.99471], mean=0.90196, std_dev=0.00436
  Type 1 error rate: .. rng=[0.00078, 0.02087], mean=0.00532, std_dev=0.00131
  Type 2 error rate: .. rng=[0.00529, 0.20431], mean=0.09804, std_dev=0.00436
  F1 score: ........... rng=[0.88018, 0.97071], mean=0.92547, std_dev=0.00307
  Real time (in s): ... rng=[6.46822, 6.58348], mean=6.54586, std_dev=0.00310
  CPU time (in s): .... rng=[47.64062, 48.79688], mean=48.27500, std_dev=0.04249

Testing with K=204...
  Accuracy: ........... rng=[0.97910, 0.99420], mean=0.98562, std_dev=0.00083
  Mean squared error: . rng=[0.00504, 0.01621], mean=0.01173, std_dev=0.00142
  Precision: .......... rng=[0.85856, 0.99177], mean=0.95507, std_dev=0.01269
  Recall: ............. rng=[0.79774, 0.99471], mean=0.90278, std_dev=0.00442
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00535, std_dev=0.00133
  Type 2 error rate: .. rng=[0.00529, 0.20226], mean=0.09722, std_dev=0.00442
  F1 score: ........... rng=[0.88145, 0.97071], mean=0.92582, std_dev=0.00315
  Real time (in s): ... rng=[6.52608, 6.69110], mean=6.60342, std_dev=0.01261
  CPU time (in s): .... rng=[48.01562, 49.03125], mean=48.60312, std_dev=0.18578

Testing with K=205...
  Accuracy: ........... rng=[0.97880, 0.99420], mean=0.98549, std_dev=0.00082
  Mean squared error: . rng=[0.00505, 0.01624], mean=0.01175, std_dev=0.00142
  Precision: .......... rng=[0.85856, 0.99176], mean=0.95503, std_dev=0.01271
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90145, std_dev=0.00452
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00535, std_dev=0.00133
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09855, std_dev=0.00452
  F1 score: ........... rng=[0.87955, 0.97071], mean=0.92506, std_dev=0.00308
  Real time (in s): ... rng=[6.50477, 6.68968], mean=6.60383, std_dev=0.01368
  CPU time (in s): .... rng=[48.20312, 48.87500], mean=48.48906, std_dev=0.02816

Testing with K=206...
  Accuracy: ........... rng=[0.97890, 0.99420], mean=0.98553, std_dev=0.00083
  Mean squared error: . rng=[0.00505, 0.01628], mean=0.01177, std_dev=0.00143
  Precision: .......... rng=[0.85856, 0.99176], mean=0.95485, std_dev=0.01291
  Recall: ............. rng=[0.79569, 0.99471], mean=0.90207, std_dev=0.00464
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00537, std_dev=0.00136
  Type 2 error rate: .. rng=[0.00529, 0.20431], mean=0.09793, std_dev=0.00464
  F1 score: ........... rng=[0.88018, 0.97071], mean=0.92531, std_dev=0.00314
  Real time (in s): ... rng=[6.48043, 6.65610], mean=6.56377, std_dev=0.00547
  CPU time (in s): .... rng=[48.20312, 49.29688], mean=48.56250, std_dev=0.03953

Testing with K=207...
  Accuracy: ........... rng=[0.97880, 0.99420], mean=0.98544, std_dev=0.00080
  Mean squared error: . rng=[0.00506, 0.01630], mean=0.01179, std_dev=0.00143
  Precision: .......... rng=[0.85856, 0.99176], mean=0.95490, std_dev=0.01267
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90106, std_dev=0.00465
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00536, std_dev=0.00133
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09894, std_dev=0.00465
  F1 score: ........... rng=[0.87955, 0.97071], mean=0.92479, std_dev=0.00300
  Real time (in s): ... rng=[6.54321, 6.65223], mean=6.59546, std_dev=0.00018
  CPU time (in s): .... rng=[48.17188, 49.03125], mean=48.59219, std_dev=0.06868

Testing with K=208...
  Accuracy: ........... rng=[0.97920, 0.99410], mean=0.98548, std_dev=0.00088
  Mean squared error: . rng=[0.00506, 0.01634], mean=0.01181, std_dev=0.00143
  Precision: .......... rng=[0.85856, 0.99176], mean=0.95464, std_dev=0.01316
  Recall: ............. rng=[0.79877, 0.99471], mean=0.90177, std_dev=0.00442
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00540, std_dev=0.00139
  Type 2 error rate: .. rng=[0.00529, 0.20123], mean=0.09823, std_dev=0.00442
  F1 score: ........... rng=[0.88209, 0.97022], mean=0.92506, std_dev=0.00337
  Real time (in s): ... rng=[6.52464, 6.62836], mean=6.57353, std_dev=0.00424
  CPU time (in s): .... rng=[47.92188, 48.79688], mean=48.37812, std_dev=0.02372

Testing with K=209...
  Accuracy: ........... rng=[0.97900, 0.99410], mean=0.98543, std_dev=0.00086
  Mean squared error: . rng=[0.00506, 0.01637], mean=0.01183, std_dev=0.00144
  Precision: .......... rng=[0.85856, 0.99174], mean=0.95494, std_dev=0.01325
  Recall: ............. rng=[0.79671, 0.99471], mean=0.90096, std_dev=0.00468
  Type 1 error rate: .. rng=[0.00078, 0.02098], mean=0.00536, std_dev=0.00140
  Type 2 error rate: .. rng=[0.00529, 0.20329], mean=0.09904, std_dev=0.00468
  F1 score: ........... rng=[0.88082, 0.97019], mean=0.92474, std_dev=0.00327
  Real time (in s): ... rng=[6.54823, 6.81642], mean=6.63342, std_dev=0.02457
  CPU time (in s): .... rng=[48.31250, 49.95312], mean=48.87812, std_dev=0.02075

Testing with K=210...
  Accuracy: ........... rng=[0.97910, 0.99410], mean=0.98541, std_dev=0.00092
  Mean squared error: . rng=[0.00507, 0.01640], mean=0.01185, std_dev=0.00144
  Precision: .......... rng=[0.85725, 0.99175], mean=0.95443, std_dev=0.01366
  Recall: ............. rng=[0.79774, 0.99471], mean=0.90136, std_dev=0.00455
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00543, std_dev=0.00145
  Type 2 error rate: .. rng=[0.00529, 0.20226], mean=0.09864, std_dev=0.00455
  F1 score: ........... rng=[0.88145, 0.97022], mean=0.92470, std_dev=0.00354
  Real time (in s): ... rng=[6.50906, 6.64621], mean=6.57116, std_dev=0.00638
  CPU time (in s): .... rng=[48.09375, 49.09375], mean=48.74063, std_dev=0.20456

Testing with K=211...
  Accuracy: ........... rng=[0.97880, 0.99400], mean=0.98537, std_dev=0.00084
  Mean squared error: . rng=[0.00508, 0.01644], mean=0.01187, std_dev=0.00145
  Precision: .......... rng=[0.85790, 0.99174], mean=0.95466, std_dev=0.01316
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90066, std_dev=0.00478
  Type 1 error rate: .. rng=[0.00078, 0.02109], mean=0.00540, std_dev=0.00139
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09934, std_dev=0.00478
  F1 score: ........... rng=[0.87955, 0.96970], mean=0.92442, std_dev=0.00317
  Real time (in s): ... rng=[6.52252, 6.67173], mean=6.57677, std_dev=0.01716
  CPU time (in s): .... rng=[48.12500, 49.40625], mean=48.95625, std_dev=0.01878

Testing with K=212...
  Accuracy: ........... rng=[0.97900, 0.99390], mean=0.98538, std_dev=0.00085
  Mean squared error: . rng=[0.00508, 0.01647], mean=0.01189, std_dev=0.00145
  Precision: .......... rng=[0.85725, 0.99174], mean=0.95450, std_dev=0.01311
  Recall: ............. rng=[0.79671, 0.99471], mean=0.90097, std_dev=0.00468
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00542, std_dev=0.00138
  Type 2 error rate: .. rng=[0.00529, 0.20329], mean=0.09903, std_dev=0.00468
  F1 score: ........... rng=[0.88082, 0.96921], mean=0.92453, std_dev=0.00320
  Real time (in s): ... rng=[6.50882, 6.61634], mean=6.57116, std_dev=0.00808
  CPU time (in s): .... rng=[48.09375, 49.45312], mean=48.85781, std_dev=0.04990

Testing with K=213...
  Accuracy: ........... rng=[0.97880, 0.99390], mean=0.98535, std_dev=0.00084
  Mean squared error: . rng=[0.00509, 0.01650], mean=0.01191, std_dev=0.00145
  Precision: .......... rng=[0.85725, 0.99174], mean=0.95461, std_dev=0.01315
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90054, std_dev=0.00481
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00541, std_dev=0.00139
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09946, std_dev=0.00481
  F1 score: ........... rng=[0.87955, 0.96921], mean=0.92433, std_dev=0.00314
  Real time (in s): ... rng=[6.49421, 6.61048], mean=6.56575, std_dev=0.00860
  CPU time (in s): .... rng=[48.46875, 49.45312], mean=48.90000, std_dev=0.08696

Testing with K=214...
  Accuracy: ........... rng=[0.97890, 0.99390], mean=0.98532, std_dev=0.00086
  Mean squared error: . rng=[0.00510, 0.01653], mean=0.01194, std_dev=0.00145
  Precision: .......... rng=[0.85660, 0.99174], mean=0.95414, std_dev=0.01328
  Recall: ............. rng=[0.79569, 0.99471], mean=0.90076, std_dev=0.00474
  Type 1 error rate: .. rng=[0.00078, 0.02132], mean=0.00546, std_dev=0.00140
  Type 2 error rate: .. rng=[0.00529, 0.20431], mean=0.09924, std_dev=0.00474
  F1 score: ........... rng=[0.88018, 0.96921], mean=0.92422, std_dev=0.00325
  Real time (in s): ... rng=[6.54853, 6.66175], mean=6.60695, std_dev=0.00955
  CPU time (in s): .... rng=[48.10938, 49.37500], mean=48.95625, std_dev=0.10772

Testing with K=215...
  Accuracy: ........... rng=[0.97880, 0.99390], mean=0.98533, std_dev=0.00083
  Mean squared error: . rng=[0.00510, 0.01656], mean=0.01196, std_dev=0.00146
  Precision: .......... rng=[0.85725, 0.99174], mean=0.95439, std_dev=0.01307
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90054, std_dev=0.00481
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00543, std_dev=0.00138
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09946, std_dev=0.00481
  F1 score: ........... rng=[0.87955, 0.96921], mean=0.92422, std_dev=0.00311
  Real time (in s): ... rng=[6.51722, 6.71141], mean=6.61617, std_dev=0.01300
  CPU time (in s): .... rng=[48.79688, 49.40625], mean=48.99531, std_dev=0.00346

Testing with K=216...
  Accuracy: ........... rng=[0.97890, 0.99390], mean=0.98529, std_dev=0.00088
  Mean squared error: . rng=[0.00510, 0.01660], mean=0.01198, std_dev=0.00146
  Precision: .......... rng=[0.85660, 0.99174], mean=0.95395, std_dev=0.01350
  Recall: ............. rng=[0.79569, 0.99471], mean=0.90065, std_dev=0.00478
  Type 1 error rate: .. rng=[0.00078, 0.02132], mean=0.00548, std_dev=0.00143
  Type 2 error rate: .. rng=[0.00529, 0.20431], mean=0.09935, std_dev=0.00478
  F1 score: ........... rng=[0.88018, 0.96921], mean=0.92407, std_dev=0.00334
  Real time (in s): ... rng=[6.46841, 6.65990], mean=6.60954, std_dev=0.00157
  CPU time (in s): .... rng=[48.46875, 49.31250], mean=48.89688, std_dev=0.10080

Testing with K=217...
  Accuracy: ........... rng=[0.97870, 0.99400], mean=0.98526, std_dev=0.00084
  Mean squared error: . rng=[0.00511, 0.01662], mean=0.01200, std_dev=0.00146
  Precision: .......... rng=[0.85725, 0.99172], mean=0.95428, std_dev=0.01332
  Recall: ............. rng=[0.79363, 0.99471], mean=0.89995, std_dev=0.00500
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00544, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.20637], mean=0.10005, std_dev=0.00500
  F1 score: ........... rng=[0.87891, 0.96970], mean=0.92383, std_dev=0.00312
  Real time (in s): ... rng=[6.55067, 6.79121], mean=6.64794, std_dev=0.03076
  CPU time (in s): .... rng=[47.62500, 50.07812], mean=48.55938, std_dev=0.29548

Testing with K=218...
  Accuracy: ........... rng=[0.97870, 0.99390], mean=0.98525, std_dev=0.00084
  Mean squared error: . rng=[0.00511, 0.01665], mean=0.01202, std_dev=0.00146
  Precision: .......... rng=[0.85660, 0.99174], mean=0.95393, std_dev=0.01321
  Recall: ............. rng=[0.79363, 0.99471], mean=0.90024, std_dev=0.00491
  Type 1 error rate: .. rng=[0.00078, 0.02132], mean=0.00548, std_dev=0.00140
  Type 2 error rate: .. rng=[0.00529, 0.20637], mean=0.09976, std_dev=0.00491
  F1 score: ........... rng=[0.87891, 0.96921], mean=0.92383, std_dev=0.00312
  Real time (in s): ... rng=[6.54763, 6.99457], mean=6.63999, std_dev=0.00133
  CPU time (in s): .... rng=[47.92188, 49.39062], mean=48.64219, std_dev=0.04990

Testing with K=219...
  Accuracy: ........... rng=[0.97850, 0.99390], mean=0.98520, std_dev=0.00079
  Mean squared error: . rng=[0.00512, 0.01668], mean=0.01204, std_dev=0.00147
  Precision: .......... rng=[0.85725, 0.99172], mean=0.95426, std_dev=0.01303
  Recall: ............. rng=[0.79158, 0.99471], mean=0.89931, std_dev=0.00520
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00544, std_dev=0.00137
  Type 2 error rate: .. rng=[0.00529, 0.20842], mean=0.10069, std_dev=0.00520
  F1 score: ........... rng=[0.87763, 0.96918], mean=0.92346, std_dev=0.00287
  Real time (in s): ... rng=[6.55429, 6.65617], mean=6.61432, std_dev=0.01198
  CPU time (in s): .... rng=[48.21875, 49.39062], mean=48.75625, std_dev=0.01779

Testing with K=220...
  Accuracy: ........... rng=[0.97880, 0.99390], mean=0.98522, std_dev=0.00086
  Mean squared error: . rng=[0.00513, 0.01671], mean=0.01206, std_dev=0.00147
  Precision: .......... rng=[0.85660, 0.99172], mean=0.95383, std_dev=0.01347
  Recall: ............. rng=[0.79466, 0.99471], mean=0.90003, std_dev=0.00497
  Type 1 error rate: .. rng=[0.00078, 0.02132], mean=0.00550, std_dev=0.00143
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.09997, std_dev=0.00497
  F1 score: ........... rng=[0.87955, 0.96918], mean=0.92366, std_dev=0.00322
  Real time (in s): ... rng=[6.51813, 6.70559], mean=6.63052, std_dev=0.00232
  CPU time (in s): .... rng=[48.46875, 49.20312], mean=48.86563, std_dev=0.03755

Testing with K=221...
  Accuracy: ........... rng=[0.97860, 0.99400], mean=0.98515, std_dev=0.00084
  Mean squared error: . rng=[0.00513, 0.01675], mean=0.01208, std_dev=0.00148
  Precision: .......... rng=[0.85725, 0.99171], mean=0.95406, std_dev=0.01354
  Recall: ............. rng=[0.79261, 0.99471], mean=0.89900, std_dev=0.00530
  Type 1 error rate: .. rng=[0.00078, 0.02121], mean=0.00546, std_dev=0.00144
  Type 2 error rate: .. rng=[0.00529, 0.20739], mean=0.10100, std_dev=0.00530
  F1 score: ........... rng=[0.87827, 0.96967], mean=0.92319, std_dev=0.00307
  Real time (in s): ... rng=[6.55060, 6.69217], mean=6.62849, std_dev=0.00109
  CPU time (in s): .... rng=[47.89062, 49.17188], mean=48.84219, std_dev=0.30091

Testing with K=222...
  Accuracy: ........... rng=[0.97860, 0.99400], mean=0.98514, std_dev=0.00083
  Mean squared error: . rng=[0.00514, 0.01678], mean=0.01210, std_dev=0.00148
  Precision: .......... rng=[0.85530, 0.99171], mean=0.95388, std_dev=0.01348
  Recall: ............. rng=[0.79261, 0.99471], mean=0.89921, std_dev=0.00523
  Type 1 error rate: .. rng=[0.00078, 0.02155], mean=0.00550, std_dev=0.00143
  Type 2 error rate: .. rng=[0.00529, 0.20739], mean=0.10079, std_dev=0.00523
  F1 score: ........... rng=[0.87827, 0.96967], mean=0.92320, std_dev=0.00307
  Real time (in s): ... rng=[6.57635, 6.65899], mean=6.61441, std_dev=0.01245
  CPU time (in s): .... rng=[47.70312, 49.42188], mean=48.73594, std_dev=0.07856

Testing with K=223...
  Accuracy: ........... rng=[0.97860, 0.99390], mean=0.98509, std_dev=0.00085
  Mean squared error: . rng=[0.00515, 0.01681], mean=0.01212, std_dev=0.00148
  Precision: .......... rng=[0.85595, 0.99169], mean=0.95419, std_dev=0.01335
  Recall: ............. rng=[0.79261, 0.99471], mean=0.89830, std_dev=0.00489
  Type 1 error rate: .. rng=[0.00078, 0.02143], mean=0.00545, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.20739], mean=0.10170, std_dev=0.00489
  F1 score: ........... rng=[0.87827, 0.96915], mean=0.92286, std_dev=0.00316
  Real time (in s): ... rng=[6.56450, 6.71269], mean=6.63736, std_dev=0.02382
  CPU time (in s): .... rng=[48.09375, 49.54688], mean=48.96406, std_dev=0.18430

Testing with K=224...
  Accuracy: ........... rng=[0.97880, 0.99390], mean=0.98513, std_dev=0.00083
  Mean squared error: . rng=[0.00515, 0.01684], mean=0.01214, std_dev=0.00149
  Precision: .......... rng=[0.85466, 0.99171], mean=0.95389, std_dev=0.01323
  Recall: ............. rng=[0.79466, 0.99471], mean=0.89910, std_dev=0.00495
  Type 1 error rate: .. rng=[0.00078, 0.02166], mean=0.00550, std_dev=0.00139
  Type 2 error rate: .. rng=[0.00529, 0.20534], mean=0.10090, std_dev=0.00495
  F1 score: ........... rng=[0.87955, 0.96915], mean=0.92317, std_dev=0.00309
  Real time (in s): ... rng=[6.57323, 6.71036], mean=6.62414, std_dev=0.00257
  CPU time (in s): .... rng=[48.37500, 49.60938], mean=49.08750, std_dev=0.22531

Testing with K=225...
  Accuracy: ........... rng=[0.97840, 0.99390], mean=0.98504, std_dev=0.00087
  Mean squared error: . rng=[0.00516, 0.01687], mean=0.01216, std_dev=0.00149
  Precision: .......... rng=[0.85595, 0.99168], mean=0.95417, std_dev=0.01337
  Recall: ............. rng=[0.79055, 0.99471], mean=0.89780, std_dev=0.00474
  Type 1 error rate: .. rng=[0.00078, 0.02143], mean=0.00545, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.20945], mean=0.10220, std_dev=0.00474
  F1 score: ........... rng=[0.87699, 0.96915], mean=0.92257, std_dev=0.00324
  Real time (in s): ... rng=[6.57931, 6.72007], mean=6.62950, std_dev=0.01587
  CPU time (in s): .... rng=[48.76562, 49.46875], mean=49.14062, std_dev=0.02471

Testing with K=226...
  Accuracy: ........... rng=[0.97850, 0.99380], mean=0.98505, std_dev=0.00087
  Mean squared error: . rng=[0.00517, 0.01690], mean=0.01218, std_dev=0.00149
  Precision: .......... rng=[0.85401, 0.99168], mean=0.95390, std_dev=0.01329
  Recall: ............. rng=[0.79158, 0.99471], mean=0.89831, std_dev=0.00458
  Type 1 error rate: .. rng=[0.00078, 0.02177], mean=0.00550, std_dev=0.00139
  Type 2 error rate: .. rng=[0.00529, 0.20842], mean=0.10169, std_dev=0.00458
  F1 score: ........... rng=[0.87763, 0.96866], mean=0.92270, std_dev=0.00328
  Real time (in s): ... rng=[6.52696, 7.08530], mean=6.69173, std_dev=0.01590
  CPU time (in s): .... rng=[48.78125, 50.39062], mean=49.23125, std_dev=0.02866

Testing with K=227...
  Accuracy: ........... rng=[0.97830, 0.99390], mean=0.98501, std_dev=0.00086
  Mean squared error: . rng=[0.00517, 0.01693], mean=0.01221, std_dev=0.00149
  Precision: .......... rng=[0.85595, 0.99164], mean=0.95437, std_dev=0.01344
  Recall: ............. rng=[0.78953, 0.99471], mean=0.89731, std_dev=0.00490
  Type 1 error rate: .. rng=[0.00078, 0.02143], mean=0.00543, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.21047], mean=0.10269, std_dev=0.00490
  F1 score: ........... rng=[0.87635, 0.96915], mean=0.92236, std_dev=0.00317
  Real time (in s): ... rng=[6.63050, 6.72776], mean=6.67880, std_dev=0.00870
  CPU time (in s): .... rng=[48.82812, 49.85938], mean=49.51875, std_dev=0.21839

Testing with K=228...
  Accuracy: ........... rng=[0.97850, 0.99380], mean=0.98497, std_dev=0.00088
  Mean squared error: . rng=[0.00518, 0.01697], mean=0.01223, std_dev=0.00150
  Precision: .......... rng=[0.85208, 0.99166], mean=0.95351, std_dev=0.01345
  Recall: ............. rng=[0.79158, 0.99471], mean=0.89801, std_dev=0.00467
  Type 1 error rate: .. rng=[0.00078, 0.02211], mean=0.00555, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.20842], mean=0.10199, std_dev=0.00467
  F1 score: ........... rng=[0.87763, 0.96866], mean=0.92231, std_dev=0.00330
  Real time (in s): ... rng=[6.61945, 6.68661], mean=6.65599, std_dev=0.00592
  CPU time (in s): .... rng=[48.31250, 49.60938], mean=49.14531, std_dev=0.14675

Testing with K=229...
  Accuracy: ........... rng=[0.97820, 0.99390], mean=0.98491, std_dev=0.00079
  Mean squared error: . rng=[0.00519, 0.01700], mean=0.01225, std_dev=0.00150
  Precision: .......... rng=[0.85272, 0.99163], mean=0.95402, std_dev=0.01304
  Recall: ............. rng=[0.78850, 0.99471], mean=0.89680, std_dev=0.00506
  Type 1 error rate: .. rng=[0.00078, 0.02200], mean=0.00549, std_dev=0.00136
  Type 2 error rate: .. rng=[0.00529, 0.21150], mean=0.10320, std_dev=0.00506
  F1 score: ........... rng=[0.87571, 0.96915], mean=0.92187, std_dev=0.00287
  Real time (in s): ... rng=[6.63871, 6.78140], mean=6.70597, std_dev=0.01557
  CPU time (in s): .... rng=[48.90625, 49.56250], mean=49.30469, std_dev=0.07165

Testing with K=230...
  Accuracy: ........... rng=[0.97840, 0.99380], mean=0.98497, std_dev=0.00088
  Mean squared error: . rng=[0.00519, 0.01702], mean=0.01227, std_dev=0.00150
  Precision: .......... rng=[0.85208, 0.99167], mean=0.95361, std_dev=0.01348
  Recall: ............. rng=[0.79055, 0.99471], mean=0.89790, std_dev=0.00471
  Type 1 error rate: .. rng=[0.00078, 0.02211], mean=0.00554, std_dev=0.00141
  Type 2 error rate: .. rng=[0.00529, 0.20945], mean=0.10210, std_dev=0.00471
  F1 score: ........... rng=[0.87699, 0.96866], mean=0.92230, std_dev=0.00329
  Real time (in s): ... rng=[6.60357, 6.70869], mean=6.65914, std_dev=0.01343
  CPU time (in s): .... rng=[48.75000, 49.65625], mean=49.28125, std_dev=0.03459

Testing with K=231...
  Accuracy: ........... rng=[0.97820, 0.99380], mean=0.98491, std_dev=0.00089
  Mean squared error: . rng=[0.00521, 0.01706], mean=0.01228, std_dev=0.00151
  Precision: .......... rng=[0.85272, 0.99163], mean=0.95403, std_dev=0.01338
  Recall: ............. rng=[0.78850, 0.99471], mean=0.89680, std_dev=0.00443
  Type 1 error rate: .. rng=[0.00078, 0.02200], mean=0.00549, std_dev=0.00140
  Type 2 error rate: .. rng=[0.00529, 0.21150], mean=0.10320, std_dev=0.00443
  F1 score: ........... rng=[0.87571, 0.96866], mean=0.92187, std_dev=0.00336
  Real time (in s): ... rng=[6.59848, 6.76299], mean=6.68184, std_dev=0.00480
  CPU time (in s): .... rng=[49.06250, 49.79688], mean=49.42344, std_dev=0.07362

Testing with K=232...
  Accuracy: ........... rng=[0.97830, 0.99370], mean=0.98488, std_dev=0.00088
  Mean squared error: . rng=[0.00521, 0.01708], mean=0.01230, std_dev=0.00151
  Precision: .......... rng=[0.85143, 0.99163], mean=0.95361, std_dev=0.01325
  Recall: ............. rng=[0.78953, 0.99471], mean=0.89700, std_dev=0.00437
  Type 1 error rate: .. rng=[0.00078, 0.02222], mean=0.00554, std_dev=0.00138
  Type 2 error rate: .. rng=[0.00529, 0.21047], mean=0.10300, std_dev=0.00437
  F1 score: ........... rng=[0.87635, 0.96817], mean=0.92177, std_dev=0.00332
  Real time (in s): ... rng=[6.65410, 6.79690], mean=6.72922, std_dev=0.02140
  CPU time (in s): .... rng=[49.00000, 49.73438], mean=49.33281, std_dev=0.05287

Testing with K=233...
  Accuracy: ........... rng=[0.97800, 0.99390], mean=0.98483, std_dev=0.00077
  Mean squared error: . rng=[0.00522, 0.01712], mean=0.01232, std_dev=0.00152
  Precision: .......... rng=[0.85272, 0.99162], mean=0.95416, std_dev=0.01257
  Recall: ............. rng=[0.78645, 0.99471], mean=0.89577, std_dev=0.00475
  Type 1 error rate: .. rng=[0.00078, 0.02200], mean=0.00546, std_dev=0.00130
  Type 2 error rate: .. rng=[0.00529, 0.21355], mean=0.10423, std_dev=0.00475
