Loading data...

Testing with K=1...
  Accuracy: ........... rng=[0.99140, 0.99730], mean=0.99382, std_dev=0.00077
  CPU time (in s): .... rng=[49.60938, 55.56250], mean=53.23438, std_dev=0.04941

Testing with K=11...
  Accuracy: ........... rng=[0.99040, 0.99650], mean=0.99342, std_dev=0.00096
  Mean squared error: . rng=[0.00278, 0.00733], mean=0.00520, std_dev=0.00067
  Precision: .......... rng=[0.94561, 0.98900], mean=0.97380, std_dev=0.00619
  Recall: ............. rng=[0.92300, 0.99559], mean=0.96065, std_dev=0.00323
  Type 1 error rate: .. rng=[0.00111, 0.00733], mean=0.00299, std_dev=0.00067
  Type 2 error rate: .. rng=[0.00441, 0.07700], mean=0.03935, std_dev=0.00323
  F1 score: ........... rng=[0.95233, 0.98178], mean=0.96692, std_dev=0.00461
  Real time (in s): ... rng=[4.69849, 4.92125], mean=4.83067, std_dev=0.00465
  CPU time (in s): .... rng=[51.82812, 54.56250], mean=53.40625, std_dev=0.06917

Testing with K=12...
  Accuracy: ........... rng=[0.99000, 0.99590], mean=0.99335, std_dev=0.00106
  Mean squared error: . rng=[0.00289, 0.00734], mean=0.00526, std_dev=0.00066
  Precision: .......... rng=[0.94172, 0.98688], mean=0.96866, std_dev=0.00716
  Recall: ............. rng=[0.93224, 0.99648], mean=0.96534, std_dev=0.00314
  Type 1 error rate: .. rng=[0.00145, 0.00790], mean=0.00357, std_dev=0.00080
  Type 2 error rate: .. rng=[0.00352, 0.06776], mean=0.03466, std_dev=0.00314
  F1 score: ........... rng=[0.95069, 0.97883], mean=0.96677, std_dev=0.00509
  Real time (in s): ... rng=[4.72334, 4.97978], mean=4.88044, std_dev=0.01339
  CPU time (in s): .... rng=[51.75000, 55.34375], mean=53.58594, std_dev=0.15070

Testing with K=13...
  Accuracy: ........... rng=[0.99010, 0.99640], mean=0.99305, std_dev=0.00093
  Mean squared error: . rng=[0.00289, 0.00734], mean=0.00530, std_dev=0.00065
  Precision: .......... rng=[0.94477, 0.99007], mean=0.97257, std_dev=0.00698
  Recall: ............. rng=[0.92094, 0.99471], mean=0.95812, std_dev=0.00211
  Type 1 error rate: .. rng=[0.00100, 0.00745], mean=0.00312, std_dev=0.00077
  Type 2 error rate: .. rng=[0.00529, 0.07906], mean=0.04188, std_dev=0.00211
  F1 score: ........... rng=[0.95097, 0.98127], mean=0.96500, std_dev=0.00444
  Real time (in s): ... rng=[4.36217, 4.87091], mean=4.70929, std_dev=0.10977
  CPU time (in s): .... rng=[47.84375, 54.45312], mean=52.28594, std_dev=1.40474

Testing with K=14...
  Accuracy: ........... rng=[0.98930, 0.99580], mean=0.99276, std_dev=0.00109
  Mean squared error: . rng=[0.00293, 0.00752], mean=0.00542, std_dev=0.00066
  Precision: .......... rng=[0.93937, 0.98676], mean=0.96704, std_dev=0.00760
  Recall: ............. rng=[0.92300, 0.99648], mean=0.96095, std_dev=0.00301
  Type 1 error rate: .. rng=[0.00144, 0.00823], mean=0.00375, std_dev=0.00085
  Type 2 error rate: .. rng=[0.00352, 0.07700], mean=0.03905, std_dev=0.00301
  F1 score: ........... rng=[0.94721, 0.97822], mean=0.96371, std_dev=0.00522
  Real time (in s): ... rng=[4.61836, 4.88646], mean=4.77078, std_dev=0.02848
  CPU time (in s): .... rng=[44.53125, 54.23438], mean=51.87031, std_dev=0.31771

Testing with K=15...
  Accuracy: ........... rng=[0.98970, 0.99640], mean=0.99277, std_dev=0.00097
  Mean squared error: . rng=[0.00297, 0.00762], mean=0.00549, std_dev=0.00067
  Precision: .......... rng=[0.94245, 0.98998], mean=0.97098, std_dev=0.00738
  Recall: ............. rng=[0.91273, 0.99559], mean=0.95691, std_dev=0.00204
  Type 1 error rate: .. rng=[0.00100, 0.00778], mean=0.00330, std_dev=0.00082
  Type 2 error rate: .. rng=[0.00441, 0.08727], mean=0.04309, std_dev=0.00204
  F1 score: ........... rng=[0.94904, 0.98125], mean=0.96356, std_dev=0.00459
  Real time (in s): ... rng=[4.58466, 4.87625], mean=4.78510, std_dev=0.02883
  CPU time (in s): .... rng=[51.06250, 53.89062], mean=52.65156, std_dev=0.12501

Testing with K=16...
  Accuracy: ........... rng=[0.98930, 0.99610], mean=0.99277, std_dev=0.00110
  Mean squared error: . rng=[0.00295, 0.00774], mean=0.00554, std_dev=0.00070
  Precision: .......... rng=[0.93859, 0.99001], mean=0.96805, std_dev=0.00819
  Recall: ............. rng=[0.91581, 0.99648], mean=0.96017, std_dev=0.00245
  Type 1 error rate: .. rng=[0.00100, 0.00835], mean=0.00365, std_dev=0.00092
  Type 2 error rate: .. rng=[0.00352, 0.08419], mean=0.03983, std_dev=0.00245
  F1 score: ........... rng=[0.94726, 0.97972], mean=0.96376, std_dev=0.00522
  Real time (in s): ... rng=[4.58082, 5.02112], mean=4.84236, std_dev=0.05653
  CPU time (in s): .... rng=[49.87500, 54.90625], mean=52.95781, std_dev=0.01631

Testing with K=17...
  Accuracy: ........... rng=[0.99010, 0.99620], mean=0.99280, std_dev=0.00085
  Mean squared error: . rng=[0.00300, 0.00781], mean=0.00559, std_dev=0.00070
  Precision: .......... rng=[0.93937, 0.99105], mean=0.97162, std_dev=0.00583
  Recall: ............. rng=[0.90965, 0.99648], mean=0.95670, std_dev=0.00261
  Type 1 error rate: .. rng=[0.00089, 0.00823], mean=0.00324, std_dev=0.00063
  Type 2 error rate: .. rng=[0.00352, 0.09035], mean=0.04330, std_dev=0.00261
  F1 score: ........... rng=[0.94861, 0.98023], mean=0.96374, std_dev=0.00408
  Real time (in s): ... rng=[4.76529, 5.28882], mean=4.91041, std_dev=0.04538
  CPU time (in s): .... rng=[52.29688, 55.06250], mean=53.86563, std_dev=0.49608

Testing with K=18...
  Accuracy: ........... rng=[0.98990, 0.99580], mean=0.99286, std_dev=0.00094
  Mean squared error: . rng=[0.00301, 0.00788], mean=0.00564, std_dev=0.00071
  Precision: .......... rng=[0.93781, 0.99004], mean=0.96858, std_dev=0.00687
  Recall: ............. rng=[0.91889, 0.99648], mean=0.96054, std_dev=0.00225
  Type 1 error rate: .. rng=[0.00100, 0.00846], mean=0.00360, std_dev=0.00076
  Type 2 error rate: .. rng=[0.00352, 0.08111], mean=0.03946, std_dev=0.00225
  F1 score: ........... rng=[0.95012, 0.97819], mean=0.96422, std_dev=0.00446
  Real time (in s): ... rng=[4.73450, 4.95333], mean=4.86278, std_dev=0.01119
  CPU time (in s): .... rng=[52.46875, 55.34375], mean=53.80313, std_dev=0.24014

Testing with K=19...
  Accuracy: ........... rng=[0.98980, 0.99590], mean=0.99269, std_dev=0.00091
  Mean squared error: . rng=[0.00306, 0.00802], mean=0.00571, std_dev=0.00073
  Precision: .......... rng=[0.94088, 0.99219], mean=0.97119, std_dev=0.00631
  Recall: ............. rng=[0.91273, 0.99559], mean=0.95601, std_dev=0.00270
  Type 1 error rate: .. rng=[0.00078, 0.00801], mean=0.00329, std_dev=0.00068
  Type 2 error rate: .. rng=[0.00441, 0.08727], mean=0.04399, std_dev=0.00270
  F1 score: ........... rng=[0.94935, 0.97868], mean=0.96317, std_dev=0.00437
  Real time (in s): ... rng=[4.75909, 5.10888], mean=4.92687, std_dev=0.00336
  CPU time (in s): .... rng=[52.34375, 55.89062], mean=54.17188, std_dev=0.57810

Testing with K=20...
  Accuracy: ........... rng=[0.98920, 0.99590], mean=0.99260, std_dev=0.00108
  Mean squared error: . rng=[0.00310, 0.00819], mean=0.00579, std_dev=0.00076
  Precision: .......... rng=[0.93543, 0.98895], mean=0.96801, std_dev=0.00736
  Recall: ............. rng=[0.91889, 0.99559], mean=0.95858, std_dev=0.00320
  Type 1 error rate: .. rng=[0.00111, 0.00880], mean=0.00367, std_dev=0.00081
  Type 2 error rate: .. rng=[0.00441, 0.08111], mean=0.04142, std_dev=0.00320
  F1 score: ........... rng=[0.94659, 0.97870], mean=0.96292, std_dev=0.00516
  Real time (in s): ... rng=[4.74948, 5.07911], mean=4.89946, std_dev=0.02620
  CPU time (in s): .... rng=[51.59375, 54.48438], mean=53.07187, std_dev=0.22927

Testing with K=21...
  Accuracy: ........... rng=[0.98960, 0.99600], mean=0.99258, std_dev=0.00094
  Mean squared error: . rng=[0.00313, 0.00827], mean=0.00584, std_dev=0.00077
  Precision: .......... rng=[0.93771, 0.98996], mean=0.97084, std_dev=0.00651
  Recall: ............. rng=[0.91068, 0.99471], mean=0.95533, std_dev=0.00280
  Type 1 error rate: .. rng=[0.00100, 0.00846], mean=0.00333, std_dev=0.00070
  Type 2 error rate: .. rng=[0.00529, 0.08932], mean=0.04467, std_dev=0.00280
  F1 score: ........... rng=[0.94836, 0.97917], mean=0.96265, std_dev=0.00452
  Real time (in s): ... rng=[4.80806, 5.16195], mean=5.00068, std_dev=0.06091
  CPU time (in s): .... rng=[52.29688, 55.06250], mean=53.55313, std_dev=0.39726

Testing with K=22...
  Accuracy: ........... rng=[0.98940, 0.99580], mean=0.99257, std_dev=0.00100
  Mean squared error: . rng=[0.00317, 0.00839], mean=0.00591, std_dev=0.00079
  Precision: .......... rng=[0.93466, 0.98890], mean=0.96850, std_dev=0.00721
  Recall: ............. rng=[0.91478, 0.99559], mean=0.95777, std_dev=0.00263
  Type 1 error rate: .. rng=[0.00111, 0.00891], mean=0.00361, std_dev=0.00079
  Type 2 error rate: .. rng=[0.00441, 0.08522], mean=0.04223, std_dev=0.00263
  F1 score: ........... rng=[0.94758, 0.97819], mean=0.96273, std_dev=0.00479
  Real time (in s): ... rng=[4.76800, 5.09000], mean=4.91921, std_dev=0.03338
  CPU time (in s): .... rng=[51.67188, 54.00000], mean=53.19219, std_dev=0.20604

Testing with K=23...
  Accuracy: ........... rng=[0.98990, 0.99580], mean=0.99249, std_dev=0.00082
  Mean squared error: . rng=[0.00319, 0.00842], mean=0.00595, std_dev=0.00078
  Precision: .......... rng=[0.93543, 0.98884], mean=0.97030, std_dev=0.00601
  Recall: ............. rng=[0.90965, 0.99559], mean=0.95503, std_dev=0.00208
  Type 1 error rate: .. rng=[0.00111, 0.00880], mean=0.00340, std_dev=0.00065
  Type 2 error rate: .. rng=[0.00441, 0.09035], mean=0.04497, std_dev=0.00208
  F1 score: ........... rng=[0.94759, 0.97881], mean=0.96221, std_dev=0.00390
  Real time (in s): ... rng=[4.69963, 5.24646], mean=5.00018, std_dev=0.01249
  CPU time (in s): .... rng=[51.95312, 55.04688], mean=53.86719, std_dev=0.15070

Testing with K=24...
  Accuracy: ........... rng=[0.98940, 0.99560], mean=0.99231, std_dev=0.00092
  Mean squared error: . rng=[0.00325, 0.00849], mean=0.00601, std_dev=0.00078
  Precision: .......... rng=[0.93157, 0.98886], mean=0.96786, std_dev=0.00673
  Recall: ............. rng=[0.91170, 0.99559], mean=0.95583, std_dev=0.00233
  Type 1 error rate: .. rng=[0.00111, 0.00936], mean=0.00369, std_dev=0.00073
  Type 2 error rate: .. rng=[0.00441, 0.08830], mean=0.04417, std_dev=0.00233
  F1 score: ........... rng=[0.94752, 0.97713], mean=0.96140, std_dev=0.00439
  Real time (in s): ... rng=[4.87539, 5.25099], mean=5.05435, std_dev=0.02868
  CPU time (in s): .... rng=[52.20312, 56.06250], mean=53.76094, std_dev=0.01136

Testing with K=25...
  Accuracy: ........... rng=[0.98950, 0.99570], mean=0.99219, std_dev=0.00085
  Mean squared error: . rng=[0.00330, 0.00856], mean=0.00608, std_dev=0.00078
  Precision: .......... rng=[0.93234, 0.98878], mean=0.96946, std_dev=0.00665
  Recall: ............. rng=[0.90452, 0.99559], mean=0.95287, std_dev=0.00171
  Type 1 error rate: .. rng=[0.00111, 0.00925], mean=0.00350, std_dev=0.00072
  Type 2 error rate: .. rng=[0.00441, 0.09548], mean=0.04713, std_dev=0.00171
  F1 score: ........... rng=[0.94477, 0.97829], mean=0.96065, std_dev=0.00402
  Real time (in s): ... rng=[4.90388, 13.12062], mean=10.61952, std_dev=0.79092
  CPU time (in s): .... rng=[43.96875, 53.84375], mean=46.65000, std_dev=0.84789

Testing with K=26...
  Accuracy: ........... rng=[0.98920, 0.99540], mean=0.99216, std_dev=0.00094
  Mean squared error: . rng=[0.00333, 0.00858], mean=0.00612, std_dev=0.00078
  Precision: .......... rng=[0.93081, 0.98884], mean=0.96745, std_dev=0.00746
  Recall: ............. rng=[0.90965, 0.99559], mean=0.95471, std_dev=0.00166
  Type 1 error rate: .. rng=[0.00111, 0.00948], mean=0.00373, std_dev=0.00082
  Type 2 error rate: .. rng=[0.00441, 0.09035], mean=0.04529, std_dev=0.00166
  F1 score: ........... rng=[0.94664, 0.97684], mean=0.96060, std_dev=0.00442
  Real time (in s): ... rng=[11.69988, 12.52763], mean=12.05023, std_dev=0.05267
  CPU time (in s): .... rng=[42.89062, 44.92188], mean=43.74531, std_dev=0.03311

Testing with K=27...
  Accuracy: ........... rng=[0.98920, 0.99580], mean=0.99209, std_dev=0.00091
  Mean squared error: . rng=[0.00333, 0.00867], mean=0.00618, std_dev=0.00079
  Precision: .......... rng=[0.93229, 0.98953], mean=0.96972, std_dev=0.00735
  Recall: ............. rng=[0.90349, 0.99471], mean=0.95157, std_dev=0.00161
  Type 1 error rate: .. rng=[0.00111, 0.00925], mean=0.00347, std_dev=0.00080
  Type 2 error rate: .. rng=[0.00529, 0.09651], mean=0.04843, std_dev=0.00161
  F1 score: ........... rng=[0.94421, 0.97881], mean=0.96010, std_dev=0.00431
  Real time (in s): ... rng=[11.56906, 12.90545], mean=12.01920, std_dev=0.21618
  CPU time (in s): .... rng=[43.28125, 44.31250], mean=43.67656, std_dev=0.03805

Testing with K=28...
  Accuracy: ........... rng=[0.98900, 0.99560], mean=0.99197, std_dev=0.00094
  Mean squared error: . rng=[0.00333, 0.00873], mean=0.00623, std_dev=0.00079
  Precision: .......... rng=[0.92998, 0.98880], mean=0.96715, std_dev=0.00768
  Recall: ............. rng=[0.90657, 0.99471], mean=0.95309, std_dev=0.00146
  Type 1 error rate: .. rng=[0.00111, 0.00959], mean=0.00377, std_dev=0.00085
  Type 2 error rate: .. rng=[0.00529, 0.09343], mean=0.04691, std_dev=0.00146
  F1 score: ........... rng=[0.94565, 0.97782], mean=0.95961, std_dev=0.00441
  Real time (in s): ... rng=[5.89576, 12.77615], mean=8.62451, std_dev=0.86291
  CPU time (in s): .... rng=[43.28125, 45.14062], mean=43.85000, std_dev=0.10574

Testing with K=29...
  Accuracy: ........... rng=[0.98910, 0.99580], mean=0.99187, std_dev=0.00088
  Mean squared error: . rng=[0.00337, 0.00885], mean=0.00631, std_dev=0.00080
  Precision: .......... rng=[0.93306, 0.98873], mean=0.96868, std_dev=0.00704
  Recall: ............. rng=[0.90041, 0.99471], mean=0.95034, std_dev=0.00153
  Type 1 error rate: .. rng=[0.00111, 0.00914], mean=0.00358, std_dev=0.00077
  Type 2 error rate: .. rng=[0.00529, 0.09959], mean=0.04966, std_dev=0.00153
  F1 score: ........... rng=[0.94250, 0.97881], mean=0.95895, std_dev=0.00411
  Real time (in s): ... rng=[5.87954, 6.02535], mean=5.94910, std_dev=0.01329
  CPU time (in s): .... rng=[43.25000, 44.28125], mean=43.93906, std_dev=0.04892

Testing with K=30...
  Accuracy: ........... rng=[0.98860, 0.99560], mean=0.99185, std_dev=0.00103
  Mean squared error: . rng=[0.00340, 0.00896], mean=0.00638, std_dev=0.00082
  Precision: .......... rng=[0.92928, 0.98878], mean=0.96677, std_dev=0.00818
  Recall: ............. rng=[0.90452, 0.99559], mean=0.95224, std_dev=0.00182
  Type 1 error rate: .. rng=[0.00111, 0.00970], mean=0.00381, std_dev=0.00090
  Type 2 error rate: .. rng=[0.00441, 0.09548], mean=0.04776, std_dev=0.00182
  F1 score: ........... rng=[0.94368, 0.97782], mean=0.95897, std_dev=0.00484
  Real time (in s): ... rng=[5.87087, 6.00987], mean=5.91355, std_dev=0.03046
  CPU time (in s): .... rng=[43.14062, 44.25000], mean=43.80156, std_dev=0.14181

Testing with K=31...
  Accuracy: ........... rng=[0.98880, 0.99570], mean=0.99174, std_dev=0.00093
  Mean squared error: . rng=[0.00342, 0.00912], mean=0.00645, std_dev=0.00084
  Precision: .......... rng=[0.93081, 0.98951], mean=0.96896, std_dev=0.00717
  Recall: ............. rng=[0.89630, 0.99559], mean=0.94877, std_dev=0.00198
  Type 1 error rate: .. rng=[0.00111, 0.00948], mean=0.00356, std_dev=0.00077
  Type 2 error rate: .. rng=[0.00441, 0.10370], mean=0.05123, std_dev=0.00198
  F1 score: ........... rng=[0.94023, 0.97829], mean=0.95825, std_dev=0.00438
  Real time (in s): ... rng=[5.87444, 5.98388], mean=5.92751, std_dev=0.01122
  CPU time (in s): .... rng=[42.28125, 43.81250], mean=43.37812, std_dev=0.34686

Testing with K=32...
  Accuracy: ........... rng=[0.98840, 0.99540], mean=0.99166, std_dev=0.00103
  Mean squared error: . rng=[0.00345, 0.00913], mean=0.00650, std_dev=0.00083
  Precision: .......... rng=[0.92928, 0.98874], mean=0.96634, std_dev=0.00836
  Recall: ............. rng=[0.90144, 0.99559], mean=0.95072, std_dev=0.00165
  Type 1 error rate: .. rng=[0.00111, 0.00970], mean=0.00386, std_dev=0.00093
  Type 2 error rate: .. rng=[0.00441, 0.09856], mean=0.04928, std_dev=0.00165
  F1 score: ........... rng=[0.94269, 0.97681], mean=0.95797, std_dev=0.00483
  Real time (in s): ... rng=[5.87260, 5.94416], mean=5.90933, std_dev=0.01162
  CPU time (in s): .... rng=[43.10938, 43.81250], mean=43.38750, std_dev=0.13440

Testing with K=33...
  Accuracy: ........... rng=[0.98850, 0.99550], mean=0.99161, std_dev=0.00098
  Mean squared error: . rng=[0.00346, 0.00921], mean=0.00655, std_dev=0.00084
  Precision: .......... rng=[0.92922, 0.99052], mean=0.96840, std_dev=0.00761
  Recall: ............. rng=[0.89528, 0.99471], mean=0.94810, std_dev=0.00208
  Type 1 error rate: .. rng=[0.00100, 0.00970], mean=0.00362, std_dev=0.00082
  Type 2 error rate: .. rng=[0.00529, 0.10472], mean=0.05190, std_dev=0.00208
  F1 score: ........... rng=[0.93966, 0.97731], mean=0.95760, std_dev=0.00464
  Real time (in s): ... rng=[5.87427, 6.00086], mean=5.92825, std_dev=0.02296
  CPU time (in s): .... rng=[43.00000, 44.23438], mean=43.54062, std_dev=0.21938

Testing with K=34...
  Accuracy: ........... rng=[0.98850, 0.99540], mean=0.99158, std_dev=0.00097
  Mean squared error: . rng=[0.00349, 0.00924], mean=0.00660, std_dev=0.00083
  Precision: .......... rng=[0.92699, 0.98948], mean=0.96628, std_dev=0.00777
  Recall: ............. rng=[0.89938, 0.99559], mean=0.95005, std_dev=0.00175
  Type 1 error rate: .. rng=[0.00111, 0.01004], mean=0.00387, std_dev=0.00085
  Type 2 error rate: .. rng=[0.00441, 0.10062], mean=0.04995, std_dev=0.00175
  F1 score: ........... rng=[0.94194, 0.97681], mean=0.95757, std_dev=0.00458
  Real time (in s): ... rng=[5.84174, 6.18441], mean=5.96079, std_dev=0.07071
  CPU time (in s): .... rng=[42.64062, 44.12500], mean=43.46719, std_dev=0.19814

Testing with K=35...
  Accuracy: ........... rng=[0.98850, 0.99530], mean=0.99142, std_dev=0.00089
  Mean squared error: . rng=[0.00349, 0.00929], mean=0.00664, std_dev=0.00084
  Precision: .......... rng=[0.92699, 0.99050], mean=0.96774, std_dev=0.00738
  Recall: ............. rng=[0.89117, 0.99559], mean=0.94684, std_dev=0.00137
  Type 1 error rate: .. rng=[0.00100, 0.01004], mean=0.00370, std_dev=0.00080
  Type 2 error rate: .. rng=[0.00441, 0.10883], mean=0.05316, std_dev=0.00137
  F1 score: ........... rng=[0.93787, 0.97630], mean=0.95659, std_dev=0.00415
  Real time (in s): ... rng=[5.85243, 6.14169], mean=5.97480, std_dev=0.03870
  CPU time (in s): .... rng=[42.90625, 44.10938], mean=43.73438, std_dev=0.07412

Testing with K=36...
  Accuracy: ........... rng=[0.98890, 0.99540], mean=0.99153, std_dev=0.00083
